basename,source_path,parent_basename,parent_source_path,parent_highrep_actual_mean,parent_highrep_actual_p90,parent_highrep_null_strict_rate,parent_highrep_p90_dominance,parent_highrep_mean_dominance,parent_highrep_worst_mode_p90_dominance,parent_actual_mean,parent_actual_p90,parent_strict_promote,build_null_count,build_bad_null_count,build_bad_strict_count,build_bad_p90_threshold,build_bad_null_mean_p90,risk_mean_active,risk_p90_active,support_mean_active,support_p10_active,bad_mean_l1_ratio,risk_policy,risk_q,risk_strength,risk_scale,risk_type,risk_active_cells,risk_high_cells,risk_kept_cells,risk_kept_frac,risk_l1_retained_frac,risk_mean_kept,risk_mean_dropped,support_mean_kept,support_mean_dropped,nonzero_rows,nonzero_cells,mean_abs_delta,max_abs_delta,l1_delta,q_abs_share,s_abs_share,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b0_50__s1_0_49bc24ea.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b0_50__s1_0_49bc24ea.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.65,0.5,1.0,nullfail_censor,640,224,750,1.171875,0.989873167215881,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.025141728644521234,0.35,43.99802512791217,0.2616827665568841,0.7383172334431157,11.51352493851136,0.0,1.0732155904709858e-15,11.454896278600785,0.0,21.029603910800024,0.0
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b0_50__s1_2_43649d77.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b0_50__s1_2_43649d77.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.65,0.5,1.25,nullfail_censor,640,224,750,1.171875,1.2104131046347812,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.030743209162940446,0.35,53.8006160351458,0.2670076105608329,0.7329923894391672,14.365173934245108,0.0,1.34151948808873e-15,14.014403475648555,0.0,25.421038625252137,0.0
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_00__s0_7_1968fd04.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_00__s0_7_1968fd04.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.65,1.0,0.75,nullfail_censor,640,224,750,1.171875,0.7547762915822185,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.019170517333701623,0.3189120300804429,33.548405333977826,0.26379083760360084,0.7362091623963992,8.84976194331512,0.0,9.43689570931383e-16,8.714818076017046,0.0,15.98382531464566,0.0
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_00__s1_0_83eb0fa6.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_00__s1_0_83eb0fa6.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.65,1.0,1.0,nullfail_censor,640,224,750,1.171875,1.0014136053237537,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.025434843533333796,0.35,44.51097618333413,0.2650960190692218,0.7349039809307782,11.799682591086821,0.0,1.258252761241843e-15,11.60293721701206,0.0,21.108356375235246,0.0
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_00__s1_2_e54ba926.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_00__s1_2_e54ba926.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.65,1.0,1.25,nullfail_censor,640,224,750,1.171875,1.2287296960544274,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.031208431159472128,0.35,54.61475452907625,0.2700662735928991,0.7299337264071009,14.74960323885853,0.0,1.5728159515523058e-15,14.25390812746287,0.0,25.611243162754846,0.0
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_50__s0_7_5189ec41.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_50__s0_7_5189ec41.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.65,1.5,0.75,nullfail_censor,640,224,750,1.171875,0.7852089792437331,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.01994347532513933,0.34711804512066435,34.90108181899383,0.2650595204011573,0.7349404795988428,9.250864008424054,0.0,1.0824674490095276e-15,9.232079237066479,0.0,16.4181385735033,0.0
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_50__s1_0_64e9b605.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_50__s1_0_64e9b605.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.65,1.5,1.0,nullfail_censor,640,224,750,1.171875,1.0377799833109747,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.026358510966112487,0.35,46.12739419069686,0.26740043657296114,0.7325995634270389,12.334485344565412,0.0,1.4432899320127035e-15,12.271279338811862,0.0,21.52162950731959,0.0
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_50__s1_2_655d613c.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_65__b1_50__s1_2_655d613c.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.65,1.5,1.25,nullfail_censor,640,224,750,1.171875,1.2763835675796604,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.03241878895724744,0.35,56.732880675183026,0.271683626443047,0.728316373556953,15.413394760394384,0.0,1.8041124150158794e-15,15.100937529547016,0.0,26.218548385241625,0.0
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_75__b0_50__s0_7_68bb8ff5.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_75__b0_50__s0_7_68bb8ff5.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.75,0.5,0.75,nullfail_censor,640,166,750,1.171875,0.7437879359403551,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.01889142475401866,0.2907060150402215,33.05999331953266,0.26119617207489465,0.7388038279251053,8.63514370388352,0.0,8.049116928532385e-16,8.597479790579586,0.0,15.827369825069553,0.0
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_75__b0_50__s1_0_49bc24ea.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_75__b0_50__s1_0_49bc24ea.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.75,0.5,1.0,nullfail_censor,640,166,750,1.171875,0.989873167215881,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.025141728644521234,0.35,43.99802512791217,0.2616827665568841,0.7383172334431157,11.51352493851136,0.0,1.0732155904709858e-15,11.454896278600785,0.0,21.029603910800024,0.0
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_75__b0_50__s1_2_43649d77.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_75__b0_50__s1_2_43649d77.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.75,0.5,1.25,nullfail_censor,640,166,750,1.171875,1.2104131046347812,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.030743209162940446,0.35,53.8006160351458,0.2670076105608329,0.7329923894391672,14.365173934245108,0.0,1.34151948808873e-15,14.014403475648555,0.0,25.421038625252137,0.0
submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_75__b1_00__s0_7_1968fd04.csv,analysis_outputs/submission_e327_nullrisk_null_common_residual__src_human_regime_only__recipe_fa__badmean_subtract__q0_75__b1_00__s0_7_1968fd04.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,-0.0009521445193922999,-5.374669127956009e-05,True,96,24,4,6.363552702718815e-05,-1.289424222732609e-05,0.647468089996231,1.1666666666666667,-0.01621242164631323,-0.08196486803621618,0.3093718829920585,badmean_subtract,0.75,1.0,0.75,nullfail_censor,640,166,750,1.171875,0.7547762915822185,0.5528394367967838,0.0,-0.01856352922229271,0.0,250,750,0.019170517333701623,0.3189120300804429,33.548405333977826,0.26379083760360084,0.7362091623963992,8.84976194331512,0.0,9.43689570931383e-16,8.714818076017046,0.0,15.98382531464566,0.0
