target,feature,mode,corr,c_value,base_loss,corrected_loss,best_weight,best_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate,geometry_delta_mean,geometry_win_rate,geometry_target_delta,geometry_target_win_rate,passes_e217_probe
S2,e217_teacher_pc07,subject_z,0.12702968883504437,0.2,0.5389534496173579,0.5370763367107724,0.45,0.536100831988839,-0.002852617628518961,-0.0016293697851660228,-0.0020195961664676576,-0.0033849281288218513,-4.480748802115908e-05,0.7576923076923077,0.3608846153846154,0.06923076923076923,0.0004095454421295802,0.375,0.0028668180949073113,0.375,False
S2,e217_teacher_pc07,subject_rank,0.12569802627577933,0.2,0.5389534496173579,0.5378829884146871,0.45,0.536548228114571,-0.0024052215027868806,-0.0013152422749591927,-0.0015691516284575546,-0.002730160638104162,0.0,0.7423076923076923,0.35388461538461546,0.06153846153846154,0.0005085665913147214,0.5,0.003559966139203029,0.5,False
S2,e217_teacher_pc07,subject_z,0.12702968883504437,0.1,0.5389534496173579,0.5381244163237896,0.45,0.5366112234382702,-0.0023422261790877474,-0.001107177786548084,-0.001496740640769434,-0.0025575045756053294,0.0,0.7076923076923077,0.3440384615384616,0.08461538461538462,0.0006130052850032292,0.375,0.004291036995022722,0.375,False
S2,e217_teacher_pc07,subject_rank,0.12569802627577933,0.1,0.5389534496173579,0.5388327012769683,0.45,0.5370334708447233,-0.0019199787726346118,-0.000846626858516057,-0.0011611935067451506,-0.0021214593222252803,0.0,0.7076923076923077,0.33607692307692305,0.08076923076923077,0.0007100714398438207,0.375,0.004970500078906724,0.375,False
S1,e217_resid_pc14,subject_rank,0.1289523301045074,0.2,0.47894327588040597,0.48079387083727826,0.45,0.47751877675043114,-0.0014244991299748322,0.0005696237591589821,0.0,-6.144628471244085e-05,0.0017110723137603312,0.25,0.26103846153846155,0.27692307692307694,-0.00018723689020448686,0.75,-0.0013106582314312831,0.75,False
S2,e217_teacher_pc07,subject_center,0.11158999057834508,0.2,0.5389534496173579,0.5398727543025909,0.45,0.5377352852161509,-0.0012181644012070336,5.10196179164791e-06,-0.00023729369421221502,-0.0011425381782893262,0.0006483443243873177,0.5153846153846153,0.2952307692307693,0.15384615384615385,0.0006178586591784885,0.375,0.004325010614249468,0.375,False
S2,e217_teacher_pc07,subject_z,0.12702968883504437,0.05,0.5389534496173579,0.5414868297121828,0.3,0.5377576800855625,-0.0011957695317954542,2.0168521919423387e-05,-9.651678757582882e-05,-0.0012250511088708338,0.0006760659856454576,0.5076923076923077,0.29265384615384615,0.13076923076923078,0.0005797054510723043,0.25,0.0040579381575060886,0.25,False
Q3,e217_resid_pc09,subject_z,-0.10567120086791837,0.2,0.6303484889503163,0.630821479895643,0.45,0.6292140232749739,-0.0011344656753423665,-0.00011784638418613555,-0.0003985187105655652,-0.0011933949235805874,0.0004517346415349177,0.5846153846153846,0.32473076923076927,0.12307692307692308,2.1556316300797018e-05,0.375,0.00015089421410564852,0.375,False
Q3,e217_resid_pc09,subject_center,-0.10549844143560885,0.2,0.6303484889503163,0.6306897144260822,0.45,0.6292238593566276,-0.001124629593688642,-0.00016897992511058716,-0.0004404878488817876,-0.0011702299532676541,0.00020369722898641585,0.5807692307692308,0.32780769230769236,0.12307692307692308,-1.9854549307848912e-05,0.625,-0.0001389818451548036,0.625,False
Q3,e217_resid_pc09,global_z,-0.10715419926900903,0.2,0.6303484889503163,0.6308309745159895,0.45,0.6293286908533928,-0.00101979809692343,-0.00016028001044364918,-0.00042778794479525484,-0.0010905590936278464,0.0002695058684228646,0.55,0.3240769230769231,0.1346153846153846,-5.1824648236331594e-05,0.75,-0.0003627725376541546,0.75,False
Q3,e217_hard_resid_pc09,subject_center,0.1030797718381775,0.2,0.6303484889503163,0.6307099265840326,0.45,0.6293460854724395,-0.0010024034778767232,-0.00012538185534452303,-0.0002456690194365674,-0.001062099902128466,0.00023891122250449537,0.573076923076923,0.32361538461538464,0.15,4.839760522076797e-05,0.5,0.0003387832365453619,0.5,False
Q3,e217_hard_resid_pc09,global_z,0.10598631103850042,0.2,0.6303484889503163,0.6309039023994378,0.45,0.6294208711639449,-0.0009276177863714041,-0.00016022977954638148,-0.00033423604666205087,-0.001009072779590281,7.195280628977119e-05,0.5846153846153846,0.32396153846153847,0.1423076923076923,1.9868404182790678e-05,0.5,0.00013907882927960413,0.5,False
S2,e217_teacher_pc07,subject_rank,0.12569802627577933,0.05,0.5389534496173579,0.5421000505626771,0.3,0.5380510585805195,-0.0009023910368384236,0.00019172923808552446,0.0,-0.0008348638039548106,0.0008136482985966476,0.4807692307692308,0.274,0.1423076923076923,0.0006493833703631879,0.25,0.004545683592542274,0.25,False
S1,e217_resid_pc14,subject_rank,0.1289523301045074,0.1,0.47894327588040597,0.4812264801653583,0.3,0.4780819312501526,-0.0008613446302533911,0.0010239447897833882,0.0,0.0,0.0022793306164843458,0.14615384615384616,0.24657692307692308,0.36153846153846153,-0.00014769307219957006,0.75,-0.0010338515053969696,0.75,False
S2,e217_teacher_pc07,subject_center,0.11158999057834508,0.1,0.5389534496173579,0.5407730135095133,0.3,0.5381146591547767,-0.0008387904625811737,0.0002786259063440578,0.0,-0.0007065418100863363,0.0009146788575526976,0.4653846153846154,0.2728076923076923,0.19230769230769232,0.00048609707010204006,0.375,0.00340267949071444,0.375,False
S2,e217_pred_pc14,subject_rank,0.1132105100961269,0.2,0.5389534496173579,0.5412949305377779,0.3,0.5382296878941899,-0.0007237617231680149,0.0007500296190797107,0.0,-0.00038317973730189747,0.0015401144727256039,0.3,0.2587307692307692,0.2653846153846154,0.00013805220812312946,0.375,0.0009663654568618299,0.375,False
S1,e217_resid_pc14,subject_z,0.11443215063741963,0.2,0.47894327588040597,0.4822773838643578,0.3,0.47823062760506085,-0.000712648275345118,0.0012924650055544764,0.0007491083689542266,0.0,0.002734506267591405,0.08076923076923077,0.23557692307692307,0.4076923076923077,-0.00021777142369676372,0.75,-0.0015243999658771518,0.75,False
Q3,e217_resid_pc09,subject_z,-0.10567120086791837,0.1,0.6303484889503163,0.6322121433920022,0.3,0.6296843940477856,-0.0006640949025306098,0.00028381233534124743,0.0,-0.0006345638403996157,0.0008128292973005324,0.45,0.2861923076923077,0.16538461538461538,-5.032459013620816e-06,0.5,-3.5227213095262444e-05,0.5,False
S2,e217_teacher_pc07,global_z,0.11000204892708197,0.2,0.5389534496173579,0.541242587501782,0.3,0.5382931026741603,-0.0006603469431976094,0.0004637270896685812,0.0,-0.0005325104173136974,0.0011098791642996098,0.4269230769230769,0.26015384615384624,0.2076923076923077,0.0003410550817123381,0.375,0.0023873855719862974,0.375,False
Q3,e217_resid_pc09,subject_center,-0.10549844143560885,0.1,0.6303484889503163,0.6320570105892059,0.3,0.6296954593729144,-0.0006530295774018757,0.00020482666100229418,0.0,-0.0007056574716682029,0.0004416601469530712,0.45384615384615384,0.2906538461538462,0.16153846153846155,-3.073479515701416e-05,0.5,-0.00021514356609902974,0.5,False
S1,e217_resid_pc14,subject_center,0.10889224274213116,0.2,0.47894327588040597,0.4819664588986822,0.3,0.4783546999090376,-0.0005885759713683547,0.0012111962407506283,0.00037946162362706426,0.0,0.00251960445101522,0.057692307692307696,0.23550000000000001,0.4307692307692308,-0.00023534851054428374,0.75,-0.0016474395738099099,0.75,False
Q3,e217_resid_pc09,global_z,-0.10715419926900903,0.1,0.6303484889503163,0.63226141295481,0.3,0.6297787861222091,-0.0005697028281071992,0.00021629182272909093,0.0,-0.0005509885829159678,0.0006130825790910954,0.4576923076923077,0.27103846153846156,0.1576923076923077,-4.96821906726258e-05,0.5,-0.00034777533470829736,0.5,False
Q3,e217_hard_resid_pc09,subject_z,0.09738510956588663,0.2,0.6303484889503163,0.6317199834150549,0.3,0.629794877932096,-0.000553611018220268,0.0003310215668382948,0.0,-0.0004867980514373371,0.0006351435871136402,0.3923076923076923,0.2809230769230769,0.21153846153846154,4.2501986775231315e-05,0.5,0.0002975139074265082,0.5,False
Q3,e217_hard_resid_pc09,subject_center,0.1030797718381775,0.1,0.6303484889503163,0.6320930674126706,0.3,0.6297954708491906,-0.0005530181011256241,0.000249755132648091,0.0,-0.0005457126395742862,0.0005192863106011636,0.4115384615384615,0.28138461538461534,0.19615384615384615,1.5793481259893105e-05,0.5,0.00011055436881952929,0.5,False
