candidate_id,family,status,pair_kind,candidate_file,base_file,target,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,variant_id,keep_fraction,pruned_cells,pruned_q3,pruned_s4,prune_swing,prune_expected_focus,prune_adverse_delta,prune_support_prob_sw,rule_note,e222_tail_survival_score,e222_decision
q3_risktop1_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop1_drop,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186596e-06,1.3988457607493298e-05,1.443656393261778e-07,-9.994317426763495e-06,1.4177816437921377e-05,-0.00011522897039603318,0.00015553447873140324,0.0002707634491274364,1.2205057372968209e-05,5.789785659192072e-05,0.00011407912004707762,0.00025975999591317325,0.5233263033263034,0.5693345142712768,0.001885202959710155,0.012149641948025992,0.021358850402694363,0.15628794290414214,1,2,1,8.847437628687292,41.97011610664177,0.045076458481749605,0.21383187715514274,False,q3_risktop1_drop,0.0,1,1,0,8.086777485800641e-05,1.0556330866248699e-05,3.268265259823101e-05,0.27361111111111114,drop top 1 Q3 cells by low-support swing risk,-0.14746135165950913,expected_bad_or_neutral
q3_risktop1_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop1_drop,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.0578703208162818e-05,-4.048977145283603e-06,2.2142166223860398e-06,3.357087014738598e-05,6.209661922152883e-05,-0.00018677906828281222,0.00012080064623158431,0.00030757971451439653,1.2575867360216288e-05,6.145567636423961e-05,0.00011965928672656194,0.0002528493066345503,0.4271043065494596,0.35835244595840354,0.0017005999180347187,0.009611866078574895,0.02200776788037853,0.12138584740190737,1,2,1,1.1887910184031256,5.80937711881535,0.04088653043998994,0.1998040620502726,False,q3_risktop1_drop,0.0,1,1,0,8.086777485800641e-05,1.0556330866248699e-05,3.268265259823101e-05,0.27361111111111114,drop top 1 Q3 cells by low-support swing risk,-0.04568403438454463,expected_bad_or_neutral
q3_risktop1_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop1_drop,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.0005337603617675095,-0.0006402965859643868,-0.0004350157310023506,-0.0005259687683357912,-0.00043772381883248467,-0.0024662813247333265,0.0012396727099376686,0.0037059540346709953,9.673998182827695e-05,0.0004202296801763455,0.0007611160528463037,0.0016101638684489817,0.4814267005503499,0.4785361758710045,0.01032506430648104,0.054499324039279325,0.16929496819948486,1.2456781241742971,1,1,7,0.18124234910949433,0.7873002760729269,0.02610393462067461,0.11339311719597527,False,q3_risktop1_drop,0.0,1,1,0,8.086777485800641e-05,1.0556330866248699e-05,3.268265259823101e-05,0.27361111111111114,drop top 1 Q3 cells by low-support swing risk,0.5394675969417104,expected_good_but_low_support
q3_risktop1_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop1_shrink50,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726597e-05,-8.820036757968126e-06,-7.047573884249067e-06,-3.6776674356962613e-05,-4.8300741848292806e-05,-0.00024541525891432295,0.00022564089182660542,0.00047105615074092834,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.00029419772141744624,0.5151859422401982,0.5162632659478449,0.002372458550467886,0.011776403768523222,0.023459001777274335,0.22673397632647246,1,2,2,0.7639087817188767,3.5959327863382815,0.0284576347249541,0.1339580643370061,False,q3_risktop1_shrink50,0.5,1,1,0,8.086777485800641e-05,1.0556330866248699e-05,3.268265259823101e-05,0.27361111111111114,halve top 1 Q3 cells by low-support swing risk,0.02252257255491804,expected_good_tail_unclear
q3_risktop1_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop1_shrink50,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00011946148356965626,-0.0001848075233231467,-0.0001397324157565848,-3.384451162923724e-05,0.00028555246920510436,-0.003060331550415133,0.0023357348669706974,0.0053960664173858305,9.833848841696186e-05,0.0004316552264575758,0.000782755580374877,0.0015532631512764341,0.4761786181613892,0.4549974297258175,0.008338057420628216,0.037772464921700825,0.17209235472968332,2.3470499949965458,1,1,2,0.8231815433601418,3.6133422552540453,0.018224106378698497,0.07999442428410561,False,q3_risktop1_shrink50,0.5,1,1,0,8.086777485800641e-05,1.0556330866248699e-05,3.268265259823101e-05,0.27361111111111114,halve top 1 Q3 cells by low-support swing risk,0.11099733864761692,expected_good_but_low_support
q3_risktop1_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop1_shrink50,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186596e-06,1.3988457607493298e-05,1.443656393261778e-07,-9.994317426763495e-06,1.4177816437921377e-05,-0.00011522897039603318,0.00015553447873140324,0.0002707634491274364,1.2205057372968209e-05,5.789785659192072e-05,0.00011407912004707762,0.00025975999591317325,0.5233263033263034,0.5693345142712768,0.001885202959710155,0.012149641948025992,0.021358850402694363,0.15628794290414214,1,2,1,8.847437628687292,41.97011610664177,0.045076458481749605,0.21383187715514274,False,q3_risktop1_shrink50,0.5,1,1,0,8.086777485800641e-05,1.0556330866248699e-05,3.268265259823101e-05,0.27361111111111114,halve top 1 Q3 cells by low-support swing risk,-0.14746135165950913,expected_bad_or_neutral
q3_risktop1_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop1_shrink50,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.0578703208162818e-05,-4.048977145283603e-06,2.2142166223860398e-06,3.357087014738598e-05,6.209661922152883e-05,-0.00018677906828281222,0.00012080064623158431,0.00030757971451439653,1.2575867360216288e-05,6.145567636423961e-05,0.00011965928672656194,0.0002528493066345503,0.4271043065494596,0.35835244595840354,0.0017005999180347187,0.009611866078574895,0.02200776788037853,0.12138584740190737,1,2,1,1.1887910184031256,5.80937711881535,0.04088653043998994,0.1998040620502726,False,q3_risktop1_shrink50,0.5,1,1,0,8.086777485800641e-05,1.0556330866248699e-05,3.268265259823101e-05,0.27361111111111114,halve top 1 Q3 cells by low-support swing risk,-0.04568403438454463,expected_bad_or_neutral
q3_risktop1_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop1_shrink50,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.0005337603617675095,-0.0006402965859643868,-0.0004350157310023506,-0.0005259687683357912,-0.00043772381883248467,-0.0024662813247333265,0.0012396727099376686,0.0037059540346709953,9.673998182827695e-05,0.0004202296801763455,0.0007611160528463037,0.0016101638684489817,0.4814267005503499,0.4785361758710045,0.01032506430648104,0.054499324039279325,0.16929496819948486,1.2456781241742971,1,1,7,0.18124234910949433,0.7873002760729269,0.02610393462067461,0.11339311719597527,False,q3_risktop1_shrink50,0.5,1,1,0,8.086777485800641e-05,1.0556330866248699e-05,3.268265259823101e-05,0.27361111111111114,halve top 1 Q3 cells by low-support swing risk,0.5394675969417104,expected_good_but_low_support
q3_risktop21_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop21_drop,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726597e-05,-8.820036757968126e-06,-7.047573884249067e-06,-3.6776674356962613e-05,-4.8300741848292806e-05,-0.00024541525891432295,0.00022564089182660542,0.00047105615074092834,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.00029419772141744624,0.5151859422401982,0.5162632659478449,0.002372458550467886,0.011776403768523222,0.023459001777274335,0.22673397632647246,1,2,2,0.7639087817188767,3.5959327863382815,0.0284576347249541,0.1339580643370061,False,q3_risktop21_drop,0.0,21,21,0,0.001147399553824538,6.789233039270841e-05,0.00044473040601989935,0.32842794331852915,drop top 21 Q3 cells by low-support swing risk,0.02252257255491804,expected_good_tail_unclear
q3_risktop21_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop21_drop,submission_e95_hardtail_541e3973.csv,Q3,247,247,Q3,-0.00018173123166076433,-0.00017006591961724065,-0.00014069107229545386,-0.00023443670306959837,-0.00014249219364720334,-0.002404262211664342,0.001930541868910825,0.0043348040805751675,7.673594008276325e-05,0.0003310682073515928,0.0005767392134941856,0.0012135459839450068,0.48161895944152444,0.48728225343262127,0.006736409097046374,0.030712174659945527,0.13428789514483563,1.9398940983589892,1,1,3,0.4222496011362834,1.8217463466576516,0.017702285652684325,0.07637443381470303,False,q3_risktop21_drop,0.0,21,21,0,0.001147399553824538,6.789233039270841e-05,0.00044473040601989935,0.32842794331852915,drop top 21 Q3 cells by low-support swing risk,0.18774269032456292,expected_good_but_low_support
q3_risktop21_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop21_drop,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186596e-06,1.3988457607493298e-05,1.443656393261778e-07,-9.994317426763495e-06,1.4177816437921377e-05,-0.00011522897039603318,0.00015553447873140324,0.0002707634491274364,1.2205057372968209e-05,5.789785659192072e-05,0.00011407912004707762,0.00025975999591317325,0.5233263033263034,0.5693345142712768,0.001885202959710155,0.012149641948025992,0.021358850402694363,0.15628794290414214,1,2,1,8.847437628687292,41.97011610664177,0.045076458481749605,0.21383187715514274,False,q3_risktop21_drop,0.0,21,21,0,0.001147399553824538,6.789233039270841e-05,0.00044473040601989935,0.32842794331852915,drop top 21 Q3 cells by low-support swing risk,-0.14746135165950913,expected_bad_or_neutral
q3_risktop21_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop21_drop,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.0578703208162818e-05,-4.048977145283603e-06,2.2142166223860398e-06,3.357087014738598e-05,6.209661922152883e-05,-0.00018677906828281222,0.00012080064623158431,0.00030757971451439653,1.2575867360216288e-05,6.145567636423961e-05,0.00011965928672656194,0.0002528493066345503,0.4271043065494596,0.35835244595840354,0.0017005999180347187,0.009611866078574895,0.02200776788037853,0.12138584740190737,1,2,1,1.1887910184031256,5.80937711881535,0.04088653043998994,0.1998040620502726,False,q3_risktop21_drop,0.0,21,21,0,0.001147399553824538,6.789233039270841e-05,0.00044473040601989935,0.32842794331852915,drop top 21 Q3 cells by low-support swing risk,-0.04568403438454463,expected_bad_or_neutral
q3_risktop21_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop21_drop,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.0005337603617675095,-0.0006402965859643868,-0.0004350157310023506,-0.0005259687683357912,-0.00043772381883248467,-0.0024662813247333265,0.0012396727099376686,0.0037059540346709953,9.673998182827695e-05,0.0004202296801763455,0.0007611160528463037,0.0016101638684489817,0.4814267005503499,0.4785361758710045,0.01032506430648104,0.054499324039279325,0.16929496819948486,1.2456781241742971,1,1,7,0.18124234910949433,0.7873002760729269,0.02610393462067461,0.11339311719597527,False,q3_risktop21_drop,0.0,21,21,0,0.001147399553824538,6.789233039270841e-05,0.00044473040601989935,0.32842794331852915,drop top 21 Q3 cells by low-support swing risk,0.5394675969417104,expected_good_but_low_support
q3_risktop21_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop21_shrink50,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726597e-05,-8.820036757968126e-06,-7.047573884249067e-06,-3.6776674356962613e-05,-4.8300741848292806e-05,-0.00024541525891432295,0.00022564089182660542,0.00047105615074092834,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.00029419772141744624,0.5151859422401982,0.5162632659478449,0.002372458550467886,0.011776403768523222,0.023459001777274335,0.22673397632647246,1,2,2,0.7639087817188767,3.5959327863382815,0.0284576347249541,0.1339580643370061,False,q3_risktop21_shrink50,0.5,21,21,0,0.001147399553824538,6.789233039270841e-05,0.00044473040601989935,0.32842794331852915,halve top 21 Q3 cells by low-support swing risk,0.02252257255491804,expected_good_tail_unclear
q3_risktop21_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop21_shrink50,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00015140192586861345,-0.0001807974867764019,-0.00014096115410243778,-0.0001324471367270006,7.625614995854314e-05,-0.0027363619801784294,0.002126438547724136,0.004862800527902565,7.673594008276325e-05,0.0003310682073515928,0.0005775429121909049,0.001244124851137107,0.4761786181613892,0.4684215321032782,0.00748730523592272,0.034039603695317965,0.13428789514483563,2.1367397701560313,1,1,3,0.5068359576175714,2.1866842541943203,0.015780194898486033,0.06808179884244397,False,q3_risktop21_shrink50,0.5,21,21,0,0.001147399553824538,6.789233039270841e-05,0.00044473040601989935,0.32842794331852915,halve top 21 Q3 cells by low-support swing risk,0.15194951313691768,expected_good_but_low_support
q3_risktop21_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop21_shrink50,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186596e-06,1.3988457607493298e-05,1.443656393261778e-07,-9.994317426763495e-06,1.4177816437921377e-05,-0.00011522897039603318,0.00015553447873140324,0.0002707634491274364,1.2205057372968209e-05,5.789785659192072e-05,0.00011407912004707762,0.00025975999591317325,0.5233263033263034,0.5693345142712768,0.001885202959710155,0.012149641948025992,0.021358850402694363,0.15628794290414214,1,2,1,8.847437628687292,41.97011610664177,0.045076458481749605,0.21383187715514274,False,q3_risktop21_shrink50,0.5,21,21,0,0.001147399553824538,6.789233039270841e-05,0.00044473040601989935,0.32842794331852915,halve top 21 Q3 cells by low-support swing risk,-0.14746135165950913,expected_bad_or_neutral
q3_risktop21_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop21_shrink50,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.0578703208162818e-05,-4.048977145283603e-06,2.2142166223860398e-06,3.357087014738598e-05,6.209661922152883e-05,-0.00018677906828281222,0.00012080064623158431,0.00030757971451439653,1.2575867360216288e-05,6.145567636423961e-05,0.00011965928672656194,0.0002528493066345503,0.4271043065494596,0.35835244595840354,0.0017005999180347187,0.009611866078574895,0.02200776788037853,0.12138584740190737,1,2,1,1.1887910184031256,5.80937711881535,0.04088653043998994,0.1998040620502726,False,q3_risktop21_shrink50,0.5,21,21,0,0.001147399553824538,6.789233039270841e-05,0.00044473040601989935,0.32842794331852915,halve top 21 Q3 cells by low-support swing risk,-0.04568403438454463,expected_bad_or_neutral
q3_risktop21_shrink50,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop21_shrink50,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.0005337603617675095,-0.0006402965859643868,-0.0004350157310023506,-0.0005259687683357912,-0.00043772381883248467,-0.0024662813247333265,0.0012396727099376686,0.0037059540346709953,9.673998182827695e-05,0.0004202296801763455,0.0007611160528463037,0.0016101638684489817,0.4814267005503499,0.4785361758710045,0.01032506430648104,0.054499324039279325,0.16929496819948486,1.2456781241742971,1,1,7,0.18124234910949433,0.7873002760729269,0.02610393462067461,0.11339311719597527,False,q3_risktop21_shrink50,0.5,21,21,0,0.001147399553824538,6.789233039270841e-05,0.00044473040601989935,0.32842794331852915,halve top 21 Q3 cells by low-support swing risk,0.5394675969417104,expected_good_but_low_support
q3_risktop34_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop34_drop,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726597e-05,-8.820036757968126e-06,-7.047573884249067e-06,-3.6776674356962613e-05,-4.8300741848292806e-05,-0.00024541525891432295,0.00022564089182660542,0.00047105615074092834,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.00029419772141744624,0.5151859422401982,0.5162632659478449,0.002372458550467886,0.011776403768523222,0.023459001777274335,0.22673397632647246,1,2,2,0.7639087817188767,3.5959327863382815,0.0284576347249541,0.1339580643370061,False,q3_risktop34_drop,0.0,34,34,0,0.0016780218528388749,7.77873545494053e-05,0.0006550937984107544,0.344039884155658,drop top 34 Q3 cells by low-support swing risk,0.02252257255491804,expected_good_tail_unclear
q3_risktop34_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop34_drop,submission_e95_hardtail_541e3973.csv,Q3,239,239,Q3,-0.0001916262558174612,-0.00016818039240236085,-0.00013984768492816946,-0.0002668506901218533,-0.0003528555860380582,-0.0020840033050408607,0.0017201784765199701,0.0038041817815608306,7.673594008276325e-05,0.00031712862065124336,0.0005348471074820324,0.001081439135790909,0.4843509748203203,0.5025534640863115,0.006118987145283075,0.027854887521888933,0.13428789514483563,1.7285116310934496,1,1,3,0.40044585620803524,1.6549330325241696,0.020171470368400484,0.08336316161030759,True,q3_risktop34_drop,0.0,34,34,0,0.0016780218528388749,7.77873545494053e-05,0.0006550937984107544,0.344039884155658,drop top 34 Q3 cells by low-support swing risk,0.2011280315105628,tail_supported
q3_risktop34_drop,e230_e224_support_tail_prune,generated,actual_vs_e95,q3_risktop34_drop,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186596e-06,1.3988457607493298e-05,1.443656393261778e-07,-9.994317426763495e-06,1.4177816437921377e-05,-0.00011522897039603318,0.00015553447873140324,0.0002707634491274364,1.2205057372968209e-05,5.789785659192072e-05,0.00011407912004707762,0.00025975999591317325,0.5233263033263034,0.5693345142712768,0.001885202959710155,0.012149641948025992,0.021358850402694363,0.15628794290414214,1,2,1,8.847437628687292,41.97011610664177,0.045076458481749605,0.21383187715514274,False,q3_risktop34_drop,0.0,34,34,0,0.0016780218528388749,7.77873545494053e-05,0.0006550937984107544,0.344039884155658,drop top 34 Q3 cells by low-support swing risk,-0.14746135165950913,expected_bad_or_neutral
