file,public_lb,actual_delta_vs_current,d0_mean,rhs_label_term,d1_l2_mean,d1_abs_mean,changed_cells_vs_current
submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,0.5762805676,0.00012161820000000656,-0.00010574591328918572,0.0002273641132891923,0.006460710757044392,0.000542796193714789,17
submission_e368_q2s1rowmask_selected_e368_q2_damp_s1_recover_amp1_06_be814361_uploadsafe.csv,0.576290429,0.00013147960000003955,-0.0006107207859655508,0.0007422003859655904,0.007943262488240274,0.0014317219016390683,379
submission_e95_hardtail_541e3973.csv,0.5762913298,0.0001323803999999651,0.0011889983236531524,-0.0010566179236531873,0.023967802410176296,0.008958834933394189,513
submission_e101_q2s3tail_177569bc.csv,0.576300366,0.00014141659999999945,0.0012736858205750828,-0.0011322692205750834,0.02405942756128822,0.009266469686950501,558
submission_mixmin_0c916bb4.csv,0.5763066405,0.00014769110000001362,0.0011976756616380057,-0.001049984561637992,0.02718454137345518,0.014382399428185156,1019
submission_e176_abl_q2_to0p75_91e49725.csv,0.576311831,0.00015288160000004325,0.0010372944623947501,-0.0008844128623947069,0.023877552706295577,0.009481686023722359,1162
submission_e267_humansocial_tail_balanced_2936100f.csv,0.5763294974,0.00017054799999993708,-0.0001622529645049228,0.0003328009645048599,0.01269676408319535,0.0019288092225503524,60
submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.5764077772,0.0002488278000000177,0.00016627424325858073,8.255355674143696e-05,0.02668234851735727,0.01598992476103164,1276
submission_e323_5508f966_uploadsafe.csv,0.5770355016,0.0008765521999999359,0.0015359654480634243,-0.0006594132480634883,0.06469854957080409,0.025398939551959487,1733
submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,0.5772865088,0.0011275593999999778,-0.00037169875327550236,0.0014992581532754803,0.04776719330912569,0.020700224495252217,571
submission_frontier_cvjepa_refine_a2c8d2c8.csv,0.577439321,0.001280371599999941,0.00018680642168196406,0.001093565178317977,0.056399951078984004,0.04434712123478183,1507
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,0.5775263072,0.0013673577999999686,0.0005214725499095067,0.0008458852500904619,0.06023671950809283,0.047480308753850085,1750
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,0.5779449757,0.001786026300000021,0.0009512093711709092,0.0008348169288291118,0.08366916134857838,0.06478385623192609,1750
submission_h010_objective_s1s4_v2_uploadsafe.csv,0.5781718175,0.0020128681000000093,-0.0014601707067064687,0.003473038806706478,0.07345979928598034,0.030002293644752147,1733
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,0.5783033652,0.0021444158000000213,0.01139163954586905,-0.009247223745869029,0.1731402407047474,0.11387935240454149,1750
submission_hybrid_0p578_logit_after_subject_final9_strict.csv,0.5784273528,0.0022684034000000075,0.0030517711583558653,-0.0007833677583558578,0.20859411876549344,0.1561280819803,1750
submission_jepa_latent_q2_w0p45.csv,0.5798012862,0.0036423368000000345,0.007417966110003542,-0.003775629310003507,0.1475211877498905,0.09163702883481487,1750
submission_lejepa_targetwise_strict_best_scale0p5.csv,0.5802468192,0.004087869799999977,-0.029898639306911196,0.03398650910691117,0.17449606387378266,0.13545162222732635,1750
submission_jepa_latent_residual_probe.csv,0.5812273278,0.005068378399999962,0.0036379256899894945,0.0014304527100104675,0.17570578561266,0.13222137377172746,1750
