target,subset,k,C,feature
Q2,human_all,30,0.03,human_q2_physical_load_prev30_std
Q2,human_all,30,0.03,human_q2_evening_no_recovery_prev7_std
Q2,human_all,30,0.03,human_q2_tired_but_wired_prev7_std
Q2,human_all,30,0.03,human_q2_tired_but_wired_prev30_std
Q2,human_all,30,0.03,human_q2_late_after_busy_day_prev30_std
Q2,human_all,30,0.03,human_q2_light_screen_arousal_prev3_mean
Q2,human_all,30,0.03,human_q2_light_screen_arousal_prev7_mean
Q2,human_all,30,0.03,human_q2_light_screen_arousal_vs_prev7
Q2,human_all,30,0.03,human_q2_light_screen_arousal_prev14_mean
Q2,human_all,30,0.03,human_q2_light_screen_arousal_prev30_mean
Q2,human_all,30,0.03,human_q2_tired_but_wired_subj_z_all_prev7_std
Q2,human_all,30,0.03,human_q2_tired_but_wired_subj_z_all_prev14_mean
Q2,human_all,30,0.03,human_q2_tired_but_wired_subj_z_all_prev30_mean
Q2,human_all,30,0.03,human_q2_tired_but_wired_subj_z_all_prev30_std
Q2,human_all,30,0.03,human_q2_late_after_busy_day_subj_z_all_prev14_mean
Q2,human_all,30,0.03,human_q2_late_after_busy_day_subj_z_all_prev30_mean
Q2,human_all,30,0.03,human_q2_late_after_busy_day_subj_z_all_prev30_std
Q2,human_all,30,0.03,human_q2_light_screen_arousal_subj_z_all_prev7_std
Q2,human_all,30,0.03,human_q2_light_screen_arousal_subj_z_all_vs_prev7
Q2,human_all,30,0.03,human_q2_light_screen_arousal_subj_z_all_prev30_std
Q2,human_all,30,0.03,human_s2_rhythm_late_subj_z_all_prev7_std
Q2,human_all,30,0.03,human_s2_rhythm_late_subj_z_all_prev30_std
Q2,human_q2,15,0.01,human_day_steps
Q2,human_q2,15,0.01,human_day_dist
Q2,human_q2,15,0.01,human_late_light
Q2,human_q2,15,0.01,human_q2_light_screen_arousal
Q2,human_q2,15,0.01,human_q2_tired_but_wired_prev7_std
Q2,human_q2,15,0.01,human_q2_tired_but_wired_prev30_std
Q2,human_q2,15,0.01,human_q2_light_screen_arousal_prev3_mean
Q2,human_q2,15,0.01,human_q2_tired_but_wired_subj_z_all_prev7_std
Q2,human_q2,15,0.01,human_q2_tired_but_wired_subj_z_all_prev14_mean
Q2,human_q2,15,0.01,human_q2_tired_but_wired_subj_z_all_prev30_mean
Q2,human_q2,15,0.01,human_q2_tired_but_wired_subj_z_all_prev30_std
Q2,human_q2,15,0.01,human_q2_light_screen_arousal_subj_z_all_prev7_std
Q2,human_q2,15,0.01,human_q2_light_screen_arousal_subj_z_all_prev30_std
Q2,human_q2,15,0.01,human_s2_rhythm_late_subj_z_all_prev7_std
Q2,human_q2,15,0.01,human_s2_rhythm_late_subj_z_all_prev30_std
Q2,human_q2,15,0.03,human_day_steps
Q2,human_q2,15,0.03,human_day_dist
Q2,human_q2,15,0.03,human_late_light
Q2,human_q2,15,0.03,human_q2_light_screen_arousal
Q2,human_q2,15,0.03,human_q2_tired_but_wired_prev7_std
Q2,human_q2,15,0.03,human_q2_tired_but_wired_prev30_std
Q2,human_q2,15,0.03,human_q2_light_screen_arousal_prev3_mean
Q2,human_q2,15,0.03,human_q2_tired_but_wired_subj_z_all_prev7_std
Q2,human_q2,15,0.03,human_q2_tired_but_wired_subj_z_all_prev14_mean
Q2,human_q2,15,0.03,human_q2_tired_but_wired_subj_z_all_prev30_mean
Q2,human_q2,15,0.03,human_q2_tired_but_wired_subj_z_all_prev30_std
Q2,human_q2,15,0.03,human_q2_light_screen_arousal_subj_z_all_prev7_std
Q2,human_q2,15,0.03,human_q2_light_screen_arousal_subj_z_all_prev30_std
Q2,human_q2,15,0.03,human_s2_rhythm_late_subj_z_all_prev7_std
Q2,human_q2,15,0.03,human_s2_rhythm_late_subj_z_all_prev30_std
Q2,human_q2,30,0.01,human_day_steps
Q2,human_q2,30,0.01,human_day_dist
Q2,human_q2,30,0.01,human_late_screen
Q2,human_q2,30,0.01,human_late_light
Q2,human_q2,30,0.01,human_q2_light_screen_arousal
Q2,human_q2,30,0.01,human_q2_physical_load_prev14_mean
Q2,human_q2,30,0.01,human_q2_physical_load_prev30_mean
Q2,human_q2,30,0.01,human_q2_physical_load_prev30_std
Q2,human_q2,30,0.01,human_q2_evening_no_recovery_prev7_std
Q2,human_q2,30,0.01,human_q2_tired_but_wired_prev7_std
Q2,human_q2,30,0.01,human_q2_tired_but_wired_prev30_std
Q2,human_q2,30,0.01,human_q2_late_after_busy_day_prev30_std
Q2,human_q2,30,0.01,human_q2_light_screen_arousal_prev3_mean
Q2,human_q2,30,0.01,human_q2_light_screen_arousal_prev7_mean
Q2,human_q2,30,0.01,human_q2_light_screen_arousal_vs_prev7
Q2,human_q2,30,0.01,human_q2_light_screen_arousal_prev14_mean
Q2,human_q2,30,0.01,human_q2_light_screen_arousal_prev30_mean
Q2,human_q2,30,0.01,human_s2_rhythm_late_prev7_std
Q2,human_q2,30,0.01,human_q2_tired_but_wired_subj_z_all_prev7_std
Q2,human_q2,30,0.01,human_q2_tired_but_wired_subj_z_all_prev14_mean
Q2,human_q2,30,0.01,human_q2_tired_but_wired_subj_z_all_prev30_mean
Q2,human_q2,30,0.01,human_q2_tired_but_wired_subj_z_all_prev30_std
Q2,human_q2,30,0.01,human_q2_late_after_busy_day_subj_z_all_prev14_mean
Q2,human_q2,30,0.01,human_q2_late_after_busy_day_subj_z_all_prev30_mean
Q2,human_q2,30,0.01,human_q2_late_after_busy_day_subj_z_all_prev30_std
Q2,human_q2,30,0.01,human_q2_light_screen_arousal_subj_z_all_prev7_std
Q2,human_q2,30,0.01,human_q2_light_screen_arousal_subj_z_all_vs_prev7
Q2,human_q2,30,0.01,human_q2_light_screen_arousal_subj_z_all_prev30_std
Q2,human_q2,30,0.01,human_s2_rhythm_late_subj_z_all_prev7_std
Q2,human_q2,30,0.01,human_s2_rhythm_late_subj_z_all_prev30_std
Q2,human_q2,30,0.03,human_day_steps
Q2,human_q2,30,0.03,human_day_dist
Q2,human_q2,30,0.03,human_late_screen
Q2,human_q2,30,0.03,human_late_light
Q2,human_q2,30,0.03,human_q2_light_screen_arousal
Q2,human_q2,30,0.03,human_q2_physical_load_prev14_mean
Q2,human_q2,30,0.03,human_q2_physical_load_prev30_mean
Q2,human_q2,30,0.03,human_q2_physical_load_prev30_std
Q2,human_q2,30,0.03,human_q2_evening_no_recovery_prev7_std
Q2,human_q2,30,0.03,human_q2_tired_but_wired_prev7_std
Q2,human_q2,30,0.03,human_q2_tired_but_wired_prev30_std
Q2,human_q2,30,0.03,human_q2_late_after_busy_day_prev30_std
Q2,human_q2,30,0.03,human_q2_light_screen_arousal_prev3_mean
Q2,human_q2,30,0.03,human_q2_light_screen_arousal_prev7_mean
Q2,human_q2,30,0.03,human_q2_light_screen_arousal_vs_prev7
Q2,human_q2,30,0.03,human_q2_light_screen_arousal_prev14_mean
Q2,human_q2,30,0.03,human_q2_light_screen_arousal_prev30_mean
Q2,human_q2,30,0.03,human_s2_rhythm_late_prev7_std
Q2,human_q2,30,0.03,human_q2_tired_but_wired_subj_z_all_prev7_std
Q2,human_q2,30,0.03,human_q2_tired_but_wired_subj_z_all_prev14_mean
Q2,human_q2,30,0.03,human_q2_tired_but_wired_subj_z_all_prev30_mean
Q2,human_q2,30,0.03,human_q2_tired_but_wired_subj_z_all_prev30_std
Q2,human_q2,30,0.03,human_q2_late_after_busy_day_subj_z_all_prev14_mean
Q2,human_q2,30,0.03,human_q2_late_after_busy_day_subj_z_all_prev30_mean
Q2,human_q2,30,0.03,human_q2_late_after_busy_day_subj_z_all_prev30_std
Q2,human_q2,30,0.03,human_q2_light_screen_arousal_subj_z_all_prev7_std
Q2,human_q2,30,0.03,human_q2_light_screen_arousal_subj_z_all_vs_prev7
Q2,human_q2,30,0.03,human_q2_light_screen_arousal_subj_z_all_prev30_std
Q2,human_q2,30,0.03,human_s2_rhythm_late_subj_z_all_prev7_std
Q2,human_q2,30,0.03,human_s2_rhythm_late_subj_z_all_prev30_std
Q2,human_s2,15,0.01,human_night_screen
Q2,human_s2,15,0.01,human_night_light
Q2,human_s2,15,0.01,human_night_activity_subj_z_all
Q2,human_s2,15,0.01,human_night_steps_prev3_mean
Q2,human_s2,15,0.01,human_night_steps_prev7_mean
Q2,human_s2,15,0.01,human_night_steps_prev7_std
Q2,human_s2,15,0.01,human_night_steps_prev14_mean
Q2,human_s2,15,0.01,human_night_steps_prev30_mean
Q2,human_s2,15,0.01,human_night_screen_vs_prev7
Q2,human_s2,15,0.01,human_s2_rhythm_late_prev7_std
Q2,human_s2,15,0.01,human_s2_rhythm_late_prev30_std
Q2,human_s2,15,0.01,human_s2_sleep_debt_day_subj_z_all_prev7_mean
Q2,human_s2,15,0.01,human_s2_sleep_debt_day_subj_z_all_prev30_std
Q2,human_s2,15,0.01,human_s2_rhythm_late_subj_z_all_prev7_std
Q2,human_s2,15,0.01,human_s2_rhythm_late_subj_z_all_prev30_std
Q2,human_s2,15,0.03,human_night_screen
Q2,human_s2,15,0.03,human_night_light
Q2,human_s2,15,0.03,human_night_activity_subj_z_all
Q2,human_s2,15,0.03,human_night_steps_prev3_mean
Q2,human_s2,15,0.03,human_night_steps_prev7_mean
Q2,human_s2,15,0.03,human_night_steps_prev7_std
Q2,human_s2,15,0.03,human_night_steps_prev14_mean
Q2,human_s2,15,0.03,human_night_steps_prev30_mean
Q2,human_s2,15,0.03,human_night_screen_vs_prev7
Q2,human_s2,15,0.03,human_s2_rhythm_late_prev7_std
Q2,human_s2,15,0.03,human_s2_rhythm_late_prev30_std
Q2,human_s2,15,0.03,human_s2_sleep_debt_day_subj_z_all_prev7_mean
Q2,human_s2,15,0.03,human_s2_sleep_debt_day_subj_z_all_prev30_std
Q2,human_s2,15,0.03,human_s2_rhythm_late_subj_z_all_prev7_std
Q2,human_s2,15,0.03,human_s2_rhythm_late_subj_z_all_prev30_std
Q2,human_s2,30,0.01,human_night_screen
Q2,human_s2,30,0.01,human_night_activity
Q2,human_s2,30,0.01,human_night_light
Q2,human_s2,30,0.01,human_night_steps_subj_z_all
Q2,human_s2,30,0.01,human_night_dist_subj_z_all
Q2,human_s2,30,0.01,human_night_activity_subj_z_all
Q2,human_s2,30,0.01,human_night_light_subj_z_all
Q2,human_s2,30,0.01,human_night_steps_prev3_mean
Q2,human_s2,30,0.01,human_night_steps_prev7_mean
Q2,human_s2,30,0.01,human_night_steps_prev7_std
Q2,human_s2,30,0.01,human_night_steps_vs_prev7
Q2,human_s2,30,0.01,human_night_steps_prev14_mean
Q2,human_s2,30,0.01,human_night_steps_prev30_mean
Q2,human_s2,30,0.01,human_night_steps_prev30_std
Q2,human_s2,30,0.01,human_night_steps_vs_prev30
Q2,human_s2,30,0.01,human_night_screen_vs_prev7
Q2,human_s2,30,0.01,human_night_screen_prev14_mean
Q2,human_s2,30,0.01,human_night_screen_prev30_mean
Q2,human_s2,30,0.01,human_night_screen_vs_prev30
Q2,human_s2,30,0.01,human_s2_rhythm_late_prev3_mean
Q2,human_s2,30,0.01,human_s2_rhythm_late_prev7_std
Q2,human_s2,30,0.01,human_s2_rhythm_late_prev30_std
Q2,human_s2,30,0.01,human_s2_rhythm_late_above_personal_median_prev3
Q2,human_s2,30,0.01,human_s2_sleep_debt_day_subj_z_all_prev7_mean
Q2,human_s2,30,0.01,human_s2_sleep_debt_day_subj_z_all_prev30_mean
Q2,human_s2,30,0.01,human_s2_sleep_debt_day_subj_z_all_prev30_std
Q2,human_s2,30,0.01,human_s2_rhythm_late_subj_z_all_prev7_std
Q2,human_s2,30,0.01,human_s2_rhythm_late_subj_z_all_prev30_std
Q2,human_s2,30,0.01,human_s2_rhythm_late_subj_z_all_above_personal_median_prev3
Q2,human_s2,30,0.01,human_s2_fragmentation_proxy_prev3_change_abs_mean
Q2,human_s2,30,0.03,human_night_screen
Q2,human_s2,30,0.03,human_night_activity
Q2,human_s2,30,0.03,human_night_light
Q2,human_s2,30,0.03,human_night_steps_subj_z_all
Q2,human_s2,30,0.03,human_night_dist_subj_z_all
Q2,human_s2,30,0.03,human_night_activity_subj_z_all
Q2,human_s2,30,0.03,human_night_light_subj_z_all
Q2,human_s2,30,0.03,human_night_steps_prev3_mean
Q2,human_s2,30,0.03,human_night_steps_prev7_mean
Q2,human_s2,30,0.03,human_night_steps_prev7_std
Q2,human_s2,30,0.03,human_night_steps_vs_prev7
Q2,human_s2,30,0.03,human_night_steps_prev14_mean
Q2,human_s2,30,0.03,human_night_steps_prev30_mean
Q2,human_s2,30,0.03,human_night_steps_prev30_std
Q2,human_s2,30,0.03,human_night_steps_vs_prev30
Q2,human_s2,30,0.03,human_night_screen_vs_prev7
Q2,human_s2,30,0.03,human_night_screen_prev14_mean
Q2,human_s2,30,0.03,human_night_screen_prev30_mean
Q2,human_s2,30,0.03,human_night_screen_vs_prev30
Q2,human_s2,30,0.03,human_s2_rhythm_late_prev3_mean
Q2,human_s2,30,0.03,human_s2_rhythm_late_prev7_std
Q2,human_s2,30,0.03,human_s2_rhythm_late_prev30_std
Q2,human_s2,30,0.03,human_s2_rhythm_late_above_personal_median_prev3
Q2,human_s2,30,0.03,human_s2_sleep_debt_day_subj_z_all_prev7_mean
Q2,human_s2,30,0.03,human_s2_sleep_debt_day_subj_z_all_prev30_mean
Q2,human_s2,30,0.03,human_s2_sleep_debt_day_subj_z_all_prev30_std
Q2,human_s2,30,0.03,human_s2_rhythm_late_subj_z_all_prev7_std
Q2,human_s2,30,0.03,human_s2_rhythm_late_subj_z_all_prev30_std
Q2,human_s2,30,0.03,human_s2_rhythm_late_subj_z_all_above_personal_median_prev3
Q2,human_s2,30,0.03,human_s2_fragmentation_proxy_prev3_change_abs_mean
S2,human_all,15,0.01,human_eve_screen
S2,human_all,15,0.01,human_eve_light_subj_z_all
S2,human_all,15,0.01,human_day_screen_prev7_std
S2,human_all,15,0.01,human_day_screen_prev30_std
S2,human_all,15,0.01,human_eve_screen_prev7_std
S2,human_all,15,0.01,human_eve_screen_prev30_std
S2,human_all,15,0.01,human_q2_light_screen_arousal_prev30_std
S2,human_all,15,0.01,human_q2_evening_no_recovery_subj_z_all_prev7_mean
S2,human_all,15,0.01,human_q2_evening_no_recovery_subj_z_all_prev14_mean
S2,human_all,15,0.01,human_q2_evening_no_recovery_subj_z_all_prev30_mean
S2,human_all,15,0.01,human_q2_tired_but_wired_subj_z_all_prev14_mean
S2,human_all,15,0.01,human_q2_tired_but_wired_subj_z_all_prev30_mean
S2,human_all,15,0.01,human_q2_late_after_busy_day_subj_z_all_prev14_mean
S2,human_all,15,0.01,human_s2_rhythm_late_subj_z_all_prev7_mean
S2,human_all,15,0.01,human_s2_rhythm_late_subj_z_all_prev14_mean
S2,human_all,15,0.03,human_eve_screen
S2,human_all,15,0.03,human_eve_light_subj_z_all
S2,human_all,15,0.03,human_day_screen_prev7_std
S2,human_all,15,0.03,human_day_screen_prev30_std
S2,human_all,15,0.03,human_eve_screen_prev7_std
S2,human_all,15,0.03,human_eve_screen_prev30_std
S2,human_all,15,0.03,human_q2_light_screen_arousal_prev30_std
S2,human_all,15,0.03,human_q2_evening_no_recovery_subj_z_all_prev7_mean
S2,human_all,15,0.03,human_q2_evening_no_recovery_subj_z_all_prev14_mean
S2,human_all,15,0.03,human_q2_evening_no_recovery_subj_z_all_prev30_mean
S2,human_all,15,0.03,human_q2_tired_but_wired_subj_z_all_prev14_mean
S2,human_all,15,0.03,human_q2_tired_but_wired_subj_z_all_prev30_mean
S2,human_all,15,0.03,human_q2_late_after_busy_day_subj_z_all_prev14_mean
S2,human_all,15,0.03,human_s2_rhythm_late_subj_z_all_prev7_mean
S2,human_all,15,0.03,human_s2_rhythm_late_subj_z_all_prev14_mean
S2,human_all,30,0.01,human_eve_screen
S2,human_all,30,0.01,human_eve_light
S2,human_all,30,0.01,human_eve_light_subj_z_all
S2,human_all,30,0.01,human_day_screen_prev7_std
S2,human_all,30,0.01,human_day_screen_prev30_std
S2,human_all,30,0.01,human_eve_screen_prev7_std
S2,human_all,30,0.01,human_eve_screen_prev14_mean
S2,human_all,30,0.01,human_eve_screen_prev30_mean
S2,human_all,30,0.01,human_eve_screen_prev30_std
S2,human_all,30,0.01,human_late_screen_prev30_std
S2,human_all,30,0.01,human_q2_light_screen_arousal_prev30_std
S2,human_all,30,0.01,human_s2_rhythm_late_prev30_std
S2,human_all,30,0.01,human_q2_evening_no_recovery_subj_z_all_prev3_mean
S2,human_all,30,0.01,human_q2_evening_no_recovery_subj_z_all_prev7_mean
S2,human_all,30,0.01,human_q2_evening_no_recovery_subj_z_all_prev14_mean
S2,human_all,30,0.01,human_q2_evening_no_recovery_subj_z_all_prev30_mean
S2,human_all,30,0.01,human_q2_tired_but_wired_subj_z_all_prev7_mean
S2,human_all,30,0.01,human_q2_tired_but_wired_subj_z_all_prev14_mean
S2,human_all,30,0.01,human_q2_tired_but_wired_subj_z_all_prev30_mean
S2,human_all,30,0.01,human_q2_late_after_busy_day_subj_z_all_prev14_mean
S2,human_all,30,0.01,human_q2_late_after_busy_day_subj_z_all_prev30_mean
S2,human_all,30,0.01,human_q2_light_screen_arousal_subj_z_all_prev30_std
S2,human_all,30,0.01,human_s2_sleep_debt_day_subj_z_all_prev3_mean
S2,human_all,30,0.01,human_s2_rhythm_late_subj_z_all_prev3_mean
S2,human_all,30,0.01,human_s2_rhythm_late_subj_z_all_prev7_mean
S2,human_all,30,0.01,human_s2_rhythm_late_subj_z_all_prev14_mean
S2,human_all,30,0.01,human_s2_rhythm_late_subj_z_all_prev30_mean
S2,human_all,30,0.01,human_s2_rhythm_late_prev3_change_abs_mean
S2,human_all,30,0.01,human_hyp_q2_overdrawn_week
S2,human_all,30,0.01,human_hyp_s2_chronic_irregular_sleep
S2,human_all,30,0.03,human_eve_screen
S2,human_all,30,0.03,human_eve_light
S2,human_all,30,0.03,human_eve_light_subj_z_all
S2,human_all,30,0.03,human_day_screen_prev7_std
S2,human_all,30,0.03,human_day_screen_prev30_std
S2,human_all,30,0.03,human_eve_screen_prev7_std
S2,human_all,30,0.03,human_eve_screen_prev14_mean
S2,human_all,30,0.03,human_eve_screen_prev30_mean
S2,human_all,30,0.03,human_eve_screen_prev30_std
S2,human_all,30,0.03,human_late_screen_prev30_std
S2,human_all,30,0.03,human_q2_light_screen_arousal_prev30_std
S2,human_all,30,0.03,human_s2_rhythm_late_prev30_std
S2,human_all,30,0.03,human_q2_evening_no_recovery_subj_z_all_prev3_mean
S2,human_all,30,0.03,human_q2_evening_no_recovery_subj_z_all_prev7_mean
S2,human_all,30,0.03,human_q2_evening_no_recovery_subj_z_all_prev14_mean
S2,human_all,30,0.03,human_q2_evening_no_recovery_subj_z_all_prev30_mean
S2,human_all,30,0.03,human_q2_tired_but_wired_subj_z_all_prev7_mean
S2,human_all,30,0.03,human_q2_tired_but_wired_subj_z_all_prev14_mean
S2,human_all,30,0.03,human_q2_tired_but_wired_subj_z_all_prev30_mean
S2,human_all,30,0.03,human_q2_late_after_busy_day_subj_z_all_prev14_mean
S2,human_all,30,0.03,human_q2_late_after_busy_day_subj_z_all_prev30_mean
S2,human_all,30,0.03,human_q2_light_screen_arousal_subj_z_all_prev30_std
S2,human_all,30,0.03,human_s2_sleep_debt_day_subj_z_all_prev3_mean
S2,human_all,30,0.03,human_s2_rhythm_late_subj_z_all_prev3_mean
S2,human_all,30,0.03,human_s2_rhythm_late_subj_z_all_prev7_mean
S2,human_all,30,0.03,human_s2_rhythm_late_subj_z_all_prev14_mean
S2,human_all,30,0.03,human_s2_rhythm_late_subj_z_all_prev30_mean
S2,human_all,30,0.03,human_s2_rhythm_late_prev3_change_abs_mean
S2,human_all,30,0.03,human_hyp_q2_overdrawn_week
S2,human_all,30,0.03,human_hyp_s2_chronic_irregular_sleep
S2,human_q2,15,0.01,human_eve_screen
S2,human_q2,15,0.01,human_eve_light_subj_z_all
S2,human_q2,15,0.01,human_day_screen_prev7_std
S2,human_q2,15,0.01,human_day_screen_prev30_std
S2,human_q2,15,0.01,human_eve_screen_prev7_std
S2,human_q2,15,0.01,human_eve_screen_prev30_std
S2,human_q2,15,0.01,human_q2_light_screen_arousal_prev30_std
S2,human_q2,15,0.01,human_q2_evening_no_recovery_subj_z_all_prev7_mean
S2,human_q2,15,0.01,human_q2_evening_no_recovery_subj_z_all_prev14_mean
S2,human_q2,15,0.01,human_q2_evening_no_recovery_subj_z_all_prev30_mean
S2,human_q2,15,0.01,human_q2_tired_but_wired_subj_z_all_prev14_mean
S2,human_q2,15,0.01,human_q2_tired_but_wired_subj_z_all_prev30_mean
S2,human_q2,15,0.01,human_q2_late_after_busy_day_subj_z_all_prev14_mean
S2,human_q2,15,0.01,human_s2_rhythm_late_subj_z_all_prev7_mean
S2,human_q2,15,0.01,human_s2_rhythm_late_subj_z_all_prev14_mean
S2,human_q2,15,0.03,human_eve_screen
S2,human_q2,15,0.03,human_eve_light_subj_z_all
S2,human_q2,15,0.03,human_day_screen_prev7_std
S2,human_q2,15,0.03,human_day_screen_prev30_std
S2,human_q2,15,0.03,human_eve_screen_prev7_std
S2,human_q2,15,0.03,human_eve_screen_prev30_std
S2,human_q2,15,0.03,human_q2_light_screen_arousal_prev30_std
S2,human_q2,15,0.03,human_q2_evening_no_recovery_subj_z_all_prev7_mean
S2,human_q2,15,0.03,human_q2_evening_no_recovery_subj_z_all_prev14_mean
S2,human_q2,15,0.03,human_q2_evening_no_recovery_subj_z_all_prev30_mean
S2,human_q2,15,0.03,human_q2_tired_but_wired_subj_z_all_prev14_mean
S2,human_q2,15,0.03,human_q2_tired_but_wired_subj_z_all_prev30_mean
S2,human_q2,15,0.03,human_q2_late_after_busy_day_subj_z_all_prev14_mean
S2,human_q2,15,0.03,human_s2_rhythm_late_subj_z_all_prev7_mean
S2,human_q2,15,0.03,human_s2_rhythm_late_subj_z_all_prev14_mean
S2,human_q2,30,0.01,human_eve_screen
S2,human_q2,30,0.01,human_eve_light
S2,human_q2,30,0.01,human_eve_light_subj_z_all
S2,human_q2,30,0.01,human_day_screen_prev7_std
S2,human_q2,30,0.01,human_day_screen_prev30_std
S2,human_q2,30,0.01,human_eve_screen_prev7_mean
S2,human_q2,30,0.01,human_eve_screen_prev7_std
S2,human_q2,30,0.01,human_eve_screen_prev14_mean
S2,human_q2,30,0.01,human_eve_screen_prev30_mean
S2,human_q2,30,0.01,human_eve_screen_prev30_std
S2,human_q2,30,0.01,human_late_screen_prev30_std
S2,human_q2,30,0.01,human_q2_light_screen_arousal_prev30_std
S2,human_q2,30,0.01,human_s2_rhythm_late_prev30_std
S2,human_q2,30,0.01,human_q2_evening_no_recovery_subj_z_all_prev3_mean
S2,human_q2,30,0.01,human_q2_evening_no_recovery_subj_z_all_prev7_mean
S2,human_q2,30,0.01,human_q2_evening_no_recovery_subj_z_all_prev14_mean
S2,human_q2,30,0.01,human_q2_evening_no_recovery_subj_z_all_prev30_mean
S2,human_q2,30,0.01,human_q2_tired_but_wired_subj_z_all_prev7_mean
S2,human_q2,30,0.01,human_q2_tired_but_wired_subj_z_all_prev14_mean
S2,human_q2,30,0.01,human_q2_tired_but_wired_subj_z_all_prev30_mean
S2,human_q2,30,0.01,human_q2_late_after_busy_day_subj_z_all_prev14_mean
S2,human_q2,30,0.01,human_q2_late_after_busy_day_subj_z_all_prev30_mean
S2,human_q2,30,0.01,human_q2_light_screen_arousal_subj_z_all_prev30_std
